panel,warming_level,region_index,region_abbreviation,region_name,posterior_mean,lower_5th_percentile,upper_95th_percentile,units
a,1.5 degC,23,NEAF,N.Eastern-Africa,0.1376887712279225,-0.14309744024365076,0.45085209415670247,degC
a,1.5 degC,24,SEAF,S.Eastern-Africa,0.13536203284709003,-0.1664858016545635,0.4396753915768521,degC
a,1.5 degC,25,WSAF,W.Southern-Africa,0.14850775426815183,-0.0989471167920434,0.4078272295041279,degC
a,1.5 degC,26,ESAF,E.Southern-Africa,0.14571853628951897,-0.10763990495618865,0.4231752203232037,degC
a,1.5 degC,27,MDG,Madagascar,0.13017278232516935,-0.07432323734759097,0.29372824626812427,degC
a,1.5 degC,28,RAR,Russian-Arctic,0.3277617925283765,-0.48860668976266697,1.237245140593812,degC
a,1.5 degC,29,WSB,W.Siberia,0.2693523494758707,-0.2434976971226898,0.8209187025212092,degC
a,1.5 degC,30,ESB,E.Siberia,0.27232013444582565,-0.2418145194650276,0.6290730271490366,degC
a,1.5 degC,31,RFE,Russian-Far-East,0.2120834859779278,-0.31310668242029754,0.7278641099036569,degC
a,1.5 degC,32,WCA,W.C.Asia,0.2132748604269189,-0.08614952243173718,0.6298381200689541,degC
a,1.5 degC,33,ECA,E.C.Asia,0.21392879734888523,-0.15299783307355053,0.5931163042417148,degC
a,1.5 degC,34,TIB,Tibetan-Plateau,0.20366028199422273,-0.1995726491913776,0.6224413977432315,degC
a,1.5 degC,35,EAS,E.Asia,0.1914739023629268,-0.09781369408179051,0.43141742479230394,degC
a,1.5 degC,36,ARP,Arabian-Peninsula,0.19432901796036048,-0.140627987561762,0.5437103565542709,degC
a,1.5 degC,37,SAS,S.Asia,0.14798119589224246,-0.14441709806303937,0.4112777347862524,degC
a,1.5 degC,38,SEA,S.E.Asia,0.10971038664877862,-0.08496659314525831,0.26990538904275163,degC
a,1.5 degC,39,NAU,N.Australia,0.11704716649428412,-0.086841235597262,0.29413772945688044,degC
a,1.5 degC,40,CAU,C.Australia,0.16177296685072537,-0.165765663386448,0.4930681572393654,degC
a,1.5 degC,41,EAU,E.Australia,0.15558038167500718,-0.052831953696996094,0.45510116576482107,degC
a,1.5 degC,42,SAU,S.Australia,0.07992294142958706,-0.11961857804001537,0.3081538068263908,degC
a,1.5 degC,43,NZ,New-Zealand,0.10964833536809274,-0.1286173386616082,0.3036133021514215,degC
a,1.5 degC,44,EAN,E.Antarctica,0.1339372183908945,-0.37098982148784293,0.6755415520221502,degC
a,1.5 degC,45,WAN,W.Antarctica,0.15677676940145355,-0.5348455616073615,0.8231207589204964,degC
a,1.5 degC,46,LSAT,Global Land,0.16908807930159203,-0.11592977745418497,0.39580547569641455,degC
b,2 degC,0,GIC,Greenland/Iceland,0.9506946833722267,-0.13081854345275026,1.9718512263876493,degC
b,2 degC,1,NWN,N.W.North-America,1.239863429746923,0.283693788740502,2.258799165127568,degC
b,2 degC,2,NEN,N.E.North-America,1.2649461811538294,0.2526545129657207,2.246130450895898,degC
b,2 degC,3,WNA,W.North-America,0.8123150875448109,0.27433154192796305,1.3311913227025682,degC
b,2 degC,4,CNA,C.North-America,0.8693569829318825,0.31663951934453655,1.4049182325320866,degC
b,2 degC,5,ENA,E.North-America,0.8445122491830634,0.36115080154255885,1.331261152109125,degC
b,2 degC,6,NCA,N.Central-America,0.7402697217619253,0.3444190930873596,1.1239475663993632,degC
b,2 degC,7,SCA,S.Central-America,0.6056943227818651,0.29591501886977495,0.8934811964712512,degC
b,2 degC,8,CAR,Caribbean,0.5436261425198438,0.27703239966563326,0.8382323380156524,degC
b,2 degC,9,NWS,N.W.South-America,0.6222690819784623,0.17132739620537793,1.0630031669562887,degC
b,2 degC,10,NSA,N.South-America,0.7550453784852664,0.11842106998298339,1.4145699638938387,degC
b,2 degC,11,NES,N.E.South-America,0.6463567053810153,0.2116068946825952,1.0338277809525993,degC
b,2 degC,12,SAM,South-American-Monsoon,0.8706158989988239,0.25586645802298025,1.4852583755571425,degC
b,2 degC,13,SWS,S.W.South-America,0.5825320873701598,0.25427162480637217,0.9022953886777177,degC
b,2 degC,14,SES,S.E.South-America,0.5484062437036524,0.19721917047559057,0.9487762720835597,degC
b,2 degC,15,SSA,S.South-America,0.3756776704724121,0.08810257936667412,0.6546314040537747,degC
b,2 degC,16,NEU,N.Europe,0.7664777001182311,0.028503859794145905,1.4934804330870557,degC
b,2 degC,17,WCE,West&Central-Europe,1.0429131512148675,0.4542859946481956,1.6465980565589915,degC
b,2 degC,18,EEU,E.Europe,1.1747906817082994,0.39142370687323047,1.9248406675813383,degC
b,2 degC,19,MED,Mediterranean,0.8210804286811634,0.38760296504785113,1.2419747828001555,degC
b,2 degC,20,SAH,Sahara,0.885843580892272,0.43122709461780495,1.3735741309827536,degC
b,2 degC,21,WAF,Western-Africa,0.7218989245322475,0.31107310872180616,1.1295789963344822,degC
b,2 degC,22,CAF,Central-Africa,0.6148022417950694,0.03681368703263487,1.1194095122526384,degC
b,2 degC,23,NEAF,N.Eastern-Africa,0.6491042072173486,0.2163995902078434,1.101729702859125,degC
b,2 degC,24,SEAF,S.Eastern-Africa,0.6381352977077096,0.19432582552999794,1.0827662287493114,degC
b,2 degC,25,WSAF,W.Southern-Africa,0.7001075396494598,0.28340999178934817,1.1243814660113,degC
b,2 degC,26,ESAF,E.Southern-Africa,0.686958813936307,0.27004981295401714,1.117736439230715,degC
b,2 degC,27,MDG,Madagascar,0.6136711636040473,0.3057669877326719,0.8955565436051579,degC
b,2 degC,28,RAR,Russian-Arctic,1.5451627362052134,0.37570371759222515,2.772768791826001,degC
b,2 degC,29,WSB,W.Siberia,1.2698039332433881,0.45847062879375594,2.1080754663101047,degC
b,2 degC,30,ESB,E.Siberia,1.283794919530312,0.5032136850174961,1.9645535640968133,degC
b,2 degC,31,RFE,Russian-Far-East,0.9998209993006051,0.2253192479616949,1.7681427775119607,degC
b,2 degC,32,WCA,W.C.Asia,1.0054365900105617,0.47869839281593535,1.6066514867820132,degC
b,2 degC,33,ECA,E.C.Asia,1.0085214732161794,0.4319336549936215,1.5923863701532417,degC
b,2 degC,34,TIB,Tibetan-Plateau,0.9601119232462633,0.37167677109309843,1.5573487700534157,degC
b,2 degC,35,EAS,E.Asia,0.9026617237826013,0.46795297146434334,1.3068644583464575,degC
b,2 degC,36,ARP,Arabian-Peninsula,0.9161216777497386,0.4018625552483176,1.4379678312877344,degC
b,2 degC,37,SAS,S.Asia,0.6976256377777176,0.26809079551542714,1.1089037460051567,degC
b,2 degC,38,SEA,S.E.Asia,0.5172054601872997,0.2092615478407624,0.803939913612204,degC
b,2 degC,39,NAU,N.Australia,0.5517928658214223,0.23091865729649938,0.8571743995904587,degC
b,2 degC,40,CAU,C.Australia,0.7626439865819886,0.27589099976531367,1.2510526603994483,degC
b,2 degC,41,EAU,E.Australia,0.7334488810807668,0.3597195409753947,1.1653349267065598,degC
b,2 degC,42,SAU,S.Australia,0.37677958102520054,0.06258902197163639,0.709177849077935,degC
b,2 degC,43,NZ,New-Zealand,0.5169135810210084,0.17700242750256853,0.8286522558863744,degC
b,2 degC,44,EAN,E.Antarctica,0.6314178264183296,-0.08160212339118061,1.3672624142918914,degC
b,2 degC,45,WAN,W.Antarctica,0.7390904843211402,-0.20984372023713974,1.6719590897066972,degC
b,2 degC,46,LSAT,Global Land,0.7971281827876677,0.3342254191824336,1.2239452563771558,degC
